#CODIGO_PROGRAMA,DESCRICAO_PROGRAMA,CODIGO_FINALIDADE,FINALIDADE,CODIGO_ATIVIDADE,ATIVIDADE,CODIGO_MODALIDADE,MODALIDADE
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","3","Investimento","2","Pecuário(a)","28","AQUISIÇÃO DE ANIMAIS DE SERVIÇO"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","2","Custeio","2","Pecuário(a)","27","AQUISIÇÃO DE ANIMAIS"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","1","Comercialização","1","Agrícola","25","ESTOCAGEM"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","1","Comercialização","2","Pecuário(a)","24","CPR (CÉDULA DE PRODUTO RURAL)"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","1","Comercialização","1","Agrícola","24","CPR (CÉDULA DE PRODUTO RURAL)"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","1","Comercialização","1","Agrícola","23","DESCONTO (NPR E DR)"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","1","Comercialização","1","Agrícola","22","PROTEÇÃO DE PREÇOS/PRÊMIOS - encerrado"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","1","Comercialização","2","Pecuário(a)","21","PRÉ-COMERCIALIZAÇÃO - encerrado"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","1","Comercialização","1","Agrícola","20","FEE (EX-LEC)"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","1","Comercialização","2","Pecuário(a)","18","FEPM (EX-EGF) - encerrado"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","1","Comercialização","1","Agrícola","18","FEPM (EX-EGF) - encerrado"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","3","Investimento","1","Agrícola","16","AQUISIÇÃO DE ANIMAIS DE SERVIÇO (USO AGRICULTURA)"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","3","Investimento","2","Pecuário(a)","15","AQUISIÇÃO DE VEÍCULOS"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","3","Investimento","1","Agrícola","15","AQUISIÇÃO DE VEÍCULOS"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","3","Investimento","1","Agrícola","14","MÁQUINAS, EQUIPAMENTOS, MATERIAIS E UTENSÍLIOS"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","3","Investimento","2","Pecuário(a)","13","MELHORAMENTO DAS EXPLORAÇÕES"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","3","Investimento","1","Agrícola","13","MELHORAMENTO DAS EXPLORAÇÕES"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","3","Investimento","1","Agrícola","12","FORMAÇÃO DE CULTURAS PERENES"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","2","Custeio","2","Pecuário(a)","03","BENEFICIAMENTO OU INDUSTRIALIZAÇÃO"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","2","Custeio","1","Agrícola","03","BENEFICIAMENTO OU INDUSTRIALIZAÇÃO"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","2","Custeio","1","Agrícola","02","EXTRATIVISMO DE ESPÉCIES NATIVAS"
"0200","PROCERA - PROG ESPECIAL DE CRÉDITO PARA A REFORMA AGRÁRIA - ENCERRADO","2","Custeio","1","Agrícola","01","LAVOURA"
"0240","ANF - ATIVIDADE NÃO FINANCIADA ENQUADRADA NO PROAGRO","2","Custeio","1","Agrícola","01","LAVOURA"
"0160","PRI - PROGRAMA DE REFORÇO DO INVESTIMENTO (CIRC 3.745) - ENCERRADO","3","Investimento","1","Agrícola","98","Renegociação Parcial com Nova Operação - Encerrrado"
"0160","PRI - PROGRAMA DE REFORÇO DO INVESTIMENTO (CIRC 3.745) - ENCERRADO","3","Investimento","1","Agrícola","99","Renegociação Total com Nova Operação - Encerrado"
"0160","PRI - PROGRAMA DE REFORÇO DO INVESTIMENTO (CIRC 3.745) - ENCERRADO","3","Investimento","2","Pecuário(a)","99","Renegociação Total com Nova Operação - Encerrado"
"0160","PRI - PROGRAMA DE REFORÇO DO INVESTIMENTO (CIRC 3.745) - ENCERRADO","3","Investimento","2","Pecuário(a)","40","ATENDIMENTO A COOPERADOS (MCR 5-2)"
"0160","PRI - PROGRAMA DE REFORÇO DO INVESTIMENTO (CIRC 3.745) - ENCERRADO","3","Investimento","1","Agrícola","40","ATENDIMENTO A COOPERADOS (MCR 5-2)"
"0160","PRI - PROGRAMA DE REFORÇO DO INVESTIMENTO (CIRC 3.745) - ENCERRADO","3","Investimento","2","Pecuário(a)","14","MÁQUINAS, EQUIPAMENTOS, MATERIAIS E UTENSÍLIOS"
"0160","PRI - PROGRAMA DE REFORÇO DO INVESTIMENTO (CIRC 3.745) - ENCERRADO","3","Investimento","2","Pecuário(a)","27","AQUISIÇÃO DE ANIMAIS"
"0160","PRI - PROGRAMA DE REFORÇO DO INVESTIMENTO (CIRC 3.745) - ENCERRADO","3","Investimento","2","Pecuário(a)","28","AQUISIÇÃO DE ANIMAIS DE SERVIÇO"
"0160","PRI - PROGRAMA DE REFORÇO DO INVESTIMENTO (CIRC 3.745) - ENCERRADO","3","Investimento","1","Agrícola","16","AQUISIÇÃO DE ANIMAIS DE SERVIÇO (USO AGRICULTURA)"
"0160","PRI - PROGRAMA DE REFORÇO DO INVESTIMENTO (CIRC 3.745) - ENCERRADO","3","Investimento","2","Pecuário(a)","15","AQUISIÇÃO DE VEÍCULOS"
"0160","PRI - PROGRAMA DE REFORÇO DO INVESTIMENTO (CIRC 3.745) - ENCERRADO","3","Investimento","1","Agrícola","15","AQUISIÇÃO DE VEÍCULOS"
"0160","PRI - PROGRAMA DE REFORÇO DO INVESTIMENTO (CIRC 3.745) - ENCERRADO","3","Investimento","1","Agrícola","14","MÁQUINAS, EQUIPAMENTOS, MATERIAIS E UTENSÍLIOS"
"0160","PRI - PROGRAMA DE REFORÇO DO INVESTIMENTO (CIRC 3.745) - ENCERRADO","3","Investimento","2","Pecuário(a)","13","MELHORAMENTO DAS EXPLORAÇÕES"
"0160","PRI - PROGRAMA DE REFORÇO DO INVESTIMENTO (CIRC 3.745) - ENCERRADO","3","Investimento","1","Agrícola","13","MELHORAMENTO DAS EXPLORAÇÕES"
"0160","PRI - PROGRAMA DE REFORÇO DO INVESTIMENTO (CIRC 3.745) - ENCERRADO","3","Investimento","1","Agrícola","12","FORMAÇÃO DE CULTURAS PERENES"
"0160","PRI - PROGRAMA DE REFORÇO DO INVESTIMENTO (CIRC 3.745) - ENCERRADO","3","Investimento","2","Pecuário(a)","90","SERVIÇOS PROFISSIONAIS/TÉCNICOS"
"0160","PRI - PROGRAMA DE REFORÇO DO INVESTIMENTO (CIRC 3.745) - ENCERRADO","3","Investimento","1","Agrícola","90","SERVIÇOS PROFISSIONAIS/TÉCNICOS"
"0777","Linha Crédito Rural inst Res. 4.147/2012 e 4.260/2013 (Demais Agricultores) ENCERRADO","3","Investimento","1","Agrícola","99","Renegociação Total com Nova Operação - Encerrado"
"0777","Linha Crédito Rural inst Res. 4.147/2012 e 4.260/2013 (Demais Agricultores) ENCERRADO","2","Custeio","2","Pecuário(a)","99","Renegociação Total com Nova Operação - Encerrado"
"0777","Linha Crédito Rural inst Res. 4.147/2012 e 4.260/2013 (Demais Agricultores) ENCERRADO","3","Investimento","2","Pecuário(a)","99","Renegociação Total com Nova Operação - Encerrado"
"0777","Linha Crédito Rural inst Res. 4.147/2012 e 4.260/2013 (Demais Agricultores) ENCERRADO","2","Custeio","1","Agrícola","99","Renegociação Total com Nova Operação - Encerrado"
"0721","Linha Crédito Rural instit Res. 4.028/2011 (Dívidas Composição e Renegoc PRONAF) - ENCERRADO","3","Investimento","1","Agrícola","99","Renegociação Total com Nova Operação - Encerrado"
"0721","Linha Crédito Rural instit Res. 4.028/2011 (Dívidas Composição e Renegoc PRONAF) - ENCERRADO","2","Custeio","2","Pecuário(a)","99","Renegociação Total com Nova Operação - Encerrado"
"0721","Linha Crédito Rural instit Res. 4.028/2011 (Dívidas Composição e Renegoc PRONAF) - ENCERRADO","3","Investimento","2","Pecuário(a)","99","Renegociação Total com Nova Operação - Encerrado"
"0721","Linha Crédito Rural instit Res. 4.028/2011 (Dívidas Composição e Renegoc PRONAF) - ENCERRADO","2","Custeio","1","Agrícola","99","Renegociação Total com Nova Operação - Encerrado"
"0722","Linha Crédito Rural inst Res. 4.029/2011 (Reneg Crédito Fundiário) ENCERRADO","3","Investimento","1","Agrícola","99","Renegociação Total com Nova Operação - Encerrado"
"0722","Linha Crédito Rural inst Res. 4.029/2011 (Reneg Crédito Fundiário) ENCERRADO","3","Investimento","2","Pecuário(a)","99","Renegociação Total com Nova Operação - Encerrado"
"0779","Linha de Crédito Rural instituida pela Res. 4.161/2012 (Produtores de Arroz) ENCERRADO","3","Investimento","1","Agrícola","99","Renegociação Total com Nova Operação - Encerrado"
"0779","Linha de Crédito Rural instituida pela Res. 4.161/2012 (Produtores de Arroz) ENCERRADO","2","Custeio","1","Agrícola","99","Renegociação Total com Nova Operação - Encerrado"
"0730","Linha Crédito Rural inst Res. 4.083/2012 (Enchentes Reg Norte) ENCERRADO","3","Investimento","1","Agrícola","99","Renegociação Total com Nova Operação - Encerrado"
"0730","Linha Crédito Rural inst Res. 4.083/2012 (Enchentes Reg Norte) ENCERRADO","2","Custeio","2","Pecuário(a)","99","Renegociação Total com Nova Operação - Encerrado"
"0730","Linha Crédito Rural inst Res. 4.083/2012 (Enchentes Reg Norte) ENCERRADO","3","Investimento","2","Pecuário(a)","99","Renegociação Total com Nova Operação - Encerrado"
"0730","Linha Crédito Rural inst Res. 4.083/2012 (Enchentes Reg Norte) ENCERRADO","2","Custeio","1","Agrícola","99","Renegociação Total com Nova Operação - Encerrado"
"0783","Linha Crédito Rural inst pelas Res 4.189 e 4.212/2013-PRONAF (Estiagem Area Sudene) ENCERRADO","3","Investimento","1","Agrícola","99","Renegociação Total com Nova Operação - Encerrado"
"0783","Linha Crédito Rural inst pelas Res 4.189 e 4.212/2013-PRONAF (Estiagem Area Sudene) ENCERRADO","2","Custeio","2","Pecuário(a)","99","Renegociação Total com Nova Operação - Encerrado"
"0783","Linha Crédito Rural inst pelas Res 4.189 e 4.212/2013-PRONAF (Estiagem Area Sudene) ENCERRADO","3","Investimento","2","Pecuário(a)","99","Renegociação Total com Nova Operação - Encerrado"
"0783","Linha Crédito Rural inst pelas Res 4.189 e 4.212/2013-PRONAF (Estiagem Area Sudene) ENCERRADO","2","Custeio","1","Agrícola","99","Renegociação Total com Nova Operação - Encerrado"
"0776","Linha Crédito Rural Inst Res. 4.147/2012 e 4.260/2013 (Agricultores Familiares) ENCERRADO","3","Investimento","1","Agrícola","99","Renegociação Total com Nova Operação - Encerrado"
"0776","Linha Crédito Rural Inst Res. 4.147/2012 e 4.260/2013 (Agricultores Familiares) ENCERRADO","2","Custeio","2","Pecuário(a)","99","Renegociação Total com Nova Operação - Encerrado"
"0776","Linha Crédito Rural Inst Res. 4.147/2012 e 4.260/2013 (Agricultores Familiares) ENCERRADO","3","Investimento","2","Pecuário(a)","99","Renegociação Total com Nova Operação - Encerrado"
"0776","Linha Crédito Rural Inst Res. 4.147/2012 e 4.260/2013 (Agricultores Familiares) ENCERRADO","2","Custeio","1","Agrícola","99","Renegociação Total com Nova Operação - Encerrado"
"0784","Linha Credito Rural inst Res. 4.188 e 4.211/2013-Demais Produtores (Estiagem Area Sudene) ENCERRADO","3","Investimento","1","Agrícola","99","Renegociação Total com Nova Operação - Encerrado"
"0784","Linha Credito Rural inst Res. 4.188 e 4.211/2013-Demais Produtores (Estiagem Area Sudene) ENCERRADO","2","Custeio","2","Pecuário(a)","99","Renegociação Total com Nova Operação - Encerrado"
"0784","Linha Credito Rural inst Res. 4.188 e 4.211/2013-Demais Produtores (Estiagem Area Sudene) ENCERRADO","3","Investimento","2","Pecuário(a)","99","Renegociação Total com Nova Operação - Encerrado"
"0784","Linha Credito Rural inst Res. 4.188 e 4.211/2013-Demais Produtores (Estiagem Area Sudene) ENCERRADO","2","Custeio","1","Agrícola","99","Renegociação Total com Nova Operação - Encerrado"
"0161","PRORENOVA-RURAL- PROG APOIO  RENOV IMPLANTAÇÃO NOVOS CANAVIAIS- ENCERRADO","3","Investimento","1","Agrícola","40","ATENDIMENTO A COOPERADOS (MCR 5-2)"
"0161","PRORENOVA-RURAL- PROG APOIO  RENOV IMPLANTAÇÃO NOVOS CANAVIAIS- ENCERRADO","3","Investimento","1","Agrícola","16","AQUISIÇÃO DE ANIMAIS DE SERVIÇO (USO AGRICULTURA)"
"0161","PRORENOVA-RURAL- PROG APOIO  RENOV IMPLANTAÇÃO NOVOS CANAVIAIS- ENCERRADO","3","Investimento","1","Agrícola","15","AQUISIÇÃO DE VEÍCULOS"
"0161","PRORENOVA-RURAL- PROG APOIO  RENOV IMPLANTAÇÃO NOVOS CANAVIAIS- ENCERRADO","3","Investimento","1","Agrícola","14","MÁQUINAS, EQUIPAMENTOS, MATERIAIS E UTENSÍLIOS"
"0161","PRORENOVA-RURAL- PROG APOIO  RENOV IMPLANTAÇÃO NOVOS CANAVIAIS- ENCERRADO","3","Investimento","1","Agrícola","13","MELHORAMENTO DAS EXPLORAÇÕES"
"0161","PRORENOVA-RURAL- PROG APOIO  RENOV IMPLANTAÇÃO NOVOS CANAVIAIS- ENCERRADO","3","Investimento","1","Agrícola","12","FORMAÇÃO DE CULTURAS PERENES"
"0161","PRORENOVA-RURAL- PROG APOIO  RENOV IMPLANTAÇÃO NOVOS CANAVIAIS- ENCERRADO","3","Investimento","1","Agrícola","90","SERVIÇOS PROFISSIONAIS/TÉCNICOS"
"0162","INOVAGRO - Programa de Incentivo à Inovação Tecnológica na Produção Agropecuária","3","Investimento","1","Agrícola","10","PASTAGEM"
"0162","INOVAGRO - Programa de Incentivo à Inovação Tecnológica na Produção Agropecuária","2","Custeio","1","Agrícola","10","PASTAGEM"
"0162","INOVAGRO - Programa de Incentivo à Inovação Tecnológica na Produção Agropecuária","3","Investimento","2","Pecuário(a)","70","AQUISIÇÃO DE ATIVOS OPERACIONAIS"
"0162","INOVAGRO - Programa de Incentivo à Inovação Tecnológica na Produção Agropecuária","3","Investimento","1","Agrícola","70","AQUISIÇÃO DE ATIVOS OPERACIONAIS"
"0162","INOVAGRO - Programa de Incentivo à Inovação Tecnológica na Produção Agropecuária","3","Investimento","2","Pecuário(a)","60","AQUICULTURA"
"0162","INOVAGRO - Programa de Incentivo à Inovação Tecnológica na Produção Agropecuária","3","Investimento","2","Pecuário(a)","98","Renegociação Parcial com Nova Operação - Encerrrado"
"0162","INOVAGRO - Programa de Incentivo à Inovação Tecnológica na Produção Agropecuária","3","Investimento","1","Agrícola","98","Renegociação Parcial com Nova Operação - Encerrrado"
"0162","INOVAGRO - Programa de Incentivo à Inovação Tecnológica na Produção Agropecuária","3","Investimento","1","Agrícola","99","Renegociação Total com Nova Operação - Encerrado"
"0162","INOVAGRO - Programa de Incentivo à Inovação Tecnológica na Produção Agropecuária","3","Investimento","2","Pecuário(a)","99","Renegociação Total com Nova Operação - Encerrado"
"0162","INOVAGRO - Programa de Incentivo à Inovação Tecnológica na Produção Agropecuária","3","Investimento","2","Pecuário(a)","40","ATENDIMENTO A COOPERADOS (MCR 5-2)"
"0162","INOVAGRO - Programa de Incentivo à Inovação Tecnológica na Produção Agropecuária","3","Investimento","1","Agrícola","40","ATENDIMENTO A COOPERADOS (MCR 5-2)"
"0162","INOVAGRO - Programa de Incentivo à Inovação Tecnológica na Produção Agropecuária","3","Investimento","2","Pecuário(a)","14","MÁQUINAS, EQUIPAMENTOS, MATERIAIS E UTENSÍLIOS"
"0162","INOVAGRO - Programa de Incentivo à Inovação Tecnológica na Produção Agropecuária","3","Investimento","2","Pecuário(a)","27","AQUISIÇÃO DE ANIMAIS"
"0162","INOVAGRO - Programa de Incentivo à Inovação Tecnológica na Produção Agropecuária","3","Investimento","2","Pecuário(a)","28","AQUISIÇÃO DE ANIMAIS DE SERVIÇO"
"0162","INOVAGRO - Programa de Incentivo à Inovação Tecnológica na Produção Agropecuária","3","Investimento","1","Agrícola","16","AQUISIÇÃO DE ANIMAIS DE SERVIÇO (USO AGRICULTURA)"
"0162","INOVAGRO - Programa de Incentivo à Inovação Tecnológica na Produção Agropecuária","3","Investimento","2","Pecuário(a)","15","AQUISIÇÃO DE VEÍCULOS"
"0162","INOVAGRO - Programa de Incentivo à Inovação Tecnológica na Produção Agropecuária","3","Investimento","1","Agrícola","15","AQUISIÇÃO DE VEÍCULOS"
"0162","INOVAGRO - Programa de Incentivo à Inovação Tecnológica na Produção Agropecuária","3","Investimento","1","Agrícola","14","MÁQUINAS, EQUIPAMENTOS, MATERIAIS E UTENSÍLIOS"
"0162","INOVAGRO - Programa de Incentivo à Inovação Tecnológica na Produção Agropecuária","3","Investimento","2","Pecuário(a)","13","MELHORAMENTO DAS EXPLORAÇÕES"
"0162","INOVAGRO - Programa de Incentivo à Inovação Tecnológica na Produção Agropecuária","3","Investimento","1","Agrícola","13","MELHORAMENTO DAS EXPLORAÇÕES"
"0162","INOVAGRO - Programa de Incentivo à Inovação Tecnológica na Produção Agropecuária","3","Investimento","1","Agrícola","12","FORMAÇÃO DE CULTURAS PERENES"
"0162","INOVAGRO - Programa de Incentivo à Inovação Tecnológica na Produção Agropecuária","3","Investimento","2","Pecuário(a)","90","SERVIÇOS PROFISSIONAIS/TÉCNICOS"
"0162","INOVAGRO - Programa de Incentivo à Inovação Tecnológica na Produção Agropecuária","3","Investimento","1","Agrícola","90","SERVIÇOS PROFISSIONAIS/TÉCNICOS"
"0163","PCA - Programa para Construção e Ampliação de Armazéns","3","Investimento","2","Pecuário(a)","70","AQUISIÇÃO DE ATIVOS OPERACIONAIS"
"0163","PCA - Programa para Construção e Ampliação de Armazéns","3","Investimento","1","Agrícola","70","AQUISIÇÃO DE ATIVOS OPERACIONAIS"
"0163","PCA - Programa para Construção e Ampliação de Armazéns","3","Investimento","1","Agrícola","99","Renegociação Total com Nova Operação - Encerrado"
"0163","PCA - Programa para Construção e Ampliação de Armazéns","3","Investimento","2","Pecuário(a)","40","ATENDIMENTO A COOPERADOS (MCR 5-2)"
"0163","PCA - Programa para Construção e Ampliação de Armazéns","3","Investimento","1","Agrícola","40","ATENDIMENTO A COOPERADOS (MCR 5-2)"
"0163","PCA - Programa para Construção e Ampliação de Armazéns","3","Investimento","2","Pecuário(a)","14","MÁQUINAS, EQUIPAMENTOS, MATERIAIS E UTENSÍLIOS"
"0163","PCA - Programa para Construção e Ampliação de Armazéns","3","Investimento","2","Pecuário(a)","27","AQUISIÇÃO DE ANIMAIS"
"0163","PCA - Programa para Construção e Ampliação de Armazéns","3","Investimento","2","Pecuário(a)","28","AQUISIÇÃO DE ANIMAIS DE SERVIÇO"
"0163","PCA - Programa para Construção e Ampliação de Armazéns","3","Investimento","1","Agrícola","16","AQUISIÇÃO DE ANIMAIS DE SERVIÇO (USO AGRICULTURA)"
"0163","PCA - Programa para Construção e Ampliação de Armazéns","3","Investimento","2","Pecuário(a)","15","AQUISIÇÃO DE VEÍCULOS"
"0163","PCA - Programa para Construção e Ampliação de Armazéns","3","Investimento","1","Agrícola","15","AQUISIÇÃO DE VEÍCULOS"
"0163","PCA - Programa para Construção e Ampliação de Armazéns","3","Investimento","1","Agrícola","14","MÁQUINAS, EQUIPAMENTOS, MATERIAIS E UTENSÍLIOS"
"0163","PCA - Programa para Construção e Ampliação de Armazéns","3","Investimento","2","Pecuário(a)","13","MELHORAMENTO DAS EXPLORAÇÕES"
"0163","PCA - Programa para Construção e Ampliação de Armazéns","3","Investimento","1","Agrícola","13","MELHORAMENTO DAS EXPLORAÇÕES"
"0163","PCA - Programa para Construção e Ampliação de Armazéns","3","Investimento","1","Agrícola","12","FORMAÇÃO DE CULTURAS PERENES"
"0163","PCA - Programa para Construção e Ampliação de Armazéns","3","Investimento","2","Pecuário(a)","90","SERVIÇOS PROFISSIONAIS/TÉCNICOS"
"0163","PCA - Programa para Construção e Ampliação de Armazéns","3","Investimento","1","Agrícola","90","SERVIÇOS PROFISSIONAIS/TÉCNICOS"
"0201","PROGRAMA NACIONAL DE CRÉDITO FUNDIÁRIO (PNCF-FTRA)","3","Investimento","2","Pecuário(a)","85","AQUISIÇÃO DE PROPRIEDADES RURAIS"
"0201","PROGRAMA NACIONAL DE CRÉDITO FUNDIÁRIO (PNCF-FTRA)","3","Investimento","1","Agrícola","85","AQUISIÇÃO DE PROPRIEDADES RURAIS"
"0201","PROGRAMA NACIONAL DE CRÉDITO FUNDIÁRIO (PNCF-FTRA)","2","Custeio","2","Pecuário(a)","29","CRIA DE ANIMAIS"
"0201","PROGRAMA NACIONAL DE CRÉDITO FUNDIÁRIO (PNCF-FTRA)","3","Investimento","2","Pecuário(a)","14","MÁQUINAS, EQUIPAMENTOS, MATERIAIS E UTENSÍLIOS"
"0201","PROGRAMA NACIONAL DE CRÉDITO FUNDIÁRIO (PNCF-FTRA)","3","Investimento","2","Pecuário(a)","27","AQUISIÇÃO DE ANIMAIS"
"0201","PROGRAMA NACIONAL DE CRÉDITO FUNDIÁRIO (PNCF-FTRA)","3","Investimento","2","Pecuário(a)","28","AQUISIÇÃO DE ANIMAIS DE SERVIÇO"
"0201","PROGRAMA NACIONAL DE CRÉDITO FUNDIÁRIO (PNCF-FTRA)","3","Investimento","1","Agrícola","16","AQUISIÇÃO DE ANIMAIS DE SERVIÇO (USO AGRICULTURA)"
"0201","PROGRAMA NACIONAL DE CRÉDITO FUNDIÁRIO (PNCF-FTRA)","3","Investimento","2","Pecuário(a)","15","AQUISIÇÃO DE VEÍCULOS"
"0201","PROGRAMA NACIONAL DE CRÉDITO FUNDIÁRIO (PNCF-FTRA)","3","Investimento","1","Agrícola","15","AQUISIÇÃO DE VEÍCULOS"
"0201","PROGRAMA NACIONAL DE CRÉDITO FUNDIÁRIO (PNCF-FTRA)","3","Investimento","1","Agrícola","14","MÁQUINAS, EQUIPAMENTOS, MATERIAIS E UTENSÍLIOS"
"0201","PROGRAMA NACIONAL DE CRÉDITO FUNDIÁRIO (PNCF-FTRA)","3","Investimento","2","Pecuário(a)","13","MELHORAMENTO DAS EXPLORAÇÕES"
"0201","PROGRAMA NACIONAL DE CRÉDITO FUNDIÁRIO (PNCF-FTRA)","3","Investimento","1","Agrícola","13","MELHORAMENTO DAS EXPLORAÇÕES"
"0201","PROGRAMA NACIONAL DE CRÉDITO FUNDIÁRIO (PNCF-FTRA)","3","Investimento","1","Agrícola","12","FORMAÇÃO DE CULTURAS PERENES"
"0201","PROGRAMA NACIONAL DE CRÉDITO FUNDIÁRIO (PNCF-FTRA)","3","Investimento","2","Pecuário(a)","90","SERVIÇOS PROFISSIONAIS/TÉCNICOS"
"0201","PROGRAMA NACIONAL DE CRÉDITO FUNDIÁRIO (PNCF-FTRA)","3","Investimento","1","Agrícola","90","SERVIÇOS PROFISSIONAIS/TÉCNICOS"
"0735","Linha de Crédito Rural instituida pela Res. 4.126/2012 (Produtores de Maçã) ENCERRADO","3","Investimento","1","Agrícola","98","Renegociação Parcial com Nova Operação - Encerrrado"
"0735","Linha de Crédito Rural instituida pela Res. 4.126/2012 (Produtores de Maçã) ENCERRADO","2","Custeio","1","Agrícola","98","Renegociação Parcial com Nova Operação - Encerrrado"
"0735","Linha de Crédito Rural instituida pela Res. 4.126/2012 (Produtores de Maçã) ENCERRADO","1","Comercialização","1","Agrícola","98","Renegociação Parcial com Nova Operação - Encerrrado"
"0735","Linha de Crédito Rural instituida pela Res. 4.126/2012 (Produtores de Maçã) ENCERRADO","3","Investimento","1","Agrícola","99","Renegociação Total com Nova Operação - Encerrado"
"0735","Linha de Crédito Rural instituida pela Res. 4.126/2012 (Produtores de Maçã) ENCERRADO","2","Custeio","1","Agrícola","99","Renegociação Total com Nova Operação - Encerrado"
"0735","Linha de Crédito Rural instituida pela Res. 4.126/2012 (Produtores de Maçã) ENCERRADO","1","Comercialização","1","Agrícola","99","Renegociação Total com Nova Operação - Encerrado"
"0785","Linha Crédito Rural inst  Res. 4.220/2013 (Recursos BNDES-Estiagem Área da Sudene) ENCERRADO","3","Investimento","2","Pecuário(a)","98","Renegociação Parcial com Nova Operação - Encerrrado"
"0785","Linha Crédito Rural inst  Res. 4.220/2013 (Recursos BNDES-Estiagem Área da Sudene) ENCERRADO","3","Investimento","1","Agrícola","98","Renegociação Parcial com Nova Operação - Encerrrado"
"0785","Linha Crédito Rural inst  Res. 4.220/2013 (Recursos BNDES-Estiagem Área da Sudene) ENCERRADO","3","Investimento","1","Agrícola","99","Renegociação Total com Nova Operação - Encerrado"
"0785","Linha Crédito Rural inst  Res. 4.220/2013 (Recursos BNDES-Estiagem Área da Sudene) ENCERRADO","3","Investimento","2","Pecuário(a)","99","Renegociação Total com Nova Operação - Encerrado"
"0164","PRORENOVA-IND- PROG APOIO RENOV IMPLANT NOVOS CANAVIAIS - ENCERRADO","3","Investimento","1","Agrícola","40","ATENDIMENTO A COOPERADOS (MCR 5-2)"
"0164","PRORENOVA-IND- PROG APOIO RENOV IMPLANT NOVOS CANAVIAIS - ENCERRADO","3","Investimento","1","Agrícola","16","AQUISIÇÃO DE ANIMAIS DE SERVIÇO (USO AGRICULTURA)"
"0164","PRORENOVA-IND- PROG APOIO RENOV IMPLANT NOVOS CANAVIAIS - ENCERRADO","3","Investimento","1","Agrícola","15","AQUISIÇÃO DE VEÍCULOS"
"0164","PRORENOVA-IND- PROG APOIO RENOV IMPLANT NOVOS CANAVIAIS - ENCERRADO","3","Investimento","1","Agrícola","14","MÁQUINAS, EQUIPAMENTOS, MATERIAIS E UTENSÍLIOS"
"0164","PRORENOVA-IND- PROG APOIO RENOV IMPLANT NOVOS CANAVIAIS - ENCERRADO","3","Investimento","1","Agrícola","13","MELHORAMENTO DAS EXPLORAÇÕES"
"0164","PRORENOVA-IND- PROG APOIO RENOV IMPLANT NOVOS CANAVIAIS - ENCERRADO","3","Investimento","1","Agrícola","12","FORMAÇÃO DE CULTURAS PERENES"
"0164","PRORENOVA-IND- PROG APOIO RENOV IMPLANT NOVOS CANAVIAIS - ENCERRADO","3","Investimento","1","Agrícola","90","SERVIÇOS PROFISSIONAIS/TÉCNICOS"
"0165","PROAQÜICULTURA-PROG APOIO DESENVSETOR AQUÍCOLA - ENCERRADO","3","Investimento","1","Agrícola","60","AQUICULTURA"
"0165","PROAQÜICULTURA-PROG APOIO DESENVSETOR AQUÍCOLA - ENCERRADO","2","Custeio","1","Agrícola","60","AQUICULTURA"
